A,B,C
16347,ADJ,eco-friendly
16348,ADJ,editorial
16349,ADJ,egyptian
16350,ADJ,elder
16351,ADJ,equestrian
16352,ADJ,finished
16353,ADJ,frequent
16354,ADJ,fried
16355,ADJ,geologic
16356,ADJ,giant
16357,ADJ,homeless
16358,ADJ,improv
16359,ADJ,incandescent
16360,ADJ,in-house
16361,ADJ,loose
16362,ADJ,medial
16363,ADJ,nearby
16364,ADJ,novel
16365,ADJ,numeric
16366,ADJ,palestinian
16367,ADJ,philharmonic
16368,ADJ,pictured
16369,ADJ,purple
16370,ADJ,recurring
16371,ADJ,recycled
16372,ADJ,removable
16373,ADJ,spatial
16374,ADJ,traumatic
16375,ADJ,wealthy
16376,ADJ,well-drained
16377,ADJ,ace
16378,ADJ,alert
16379,ADJ,anterior
16380,ADJ,astrological
16381,ADJ,blended
16382,ADJ,collaborative
16383,ADJ,composite
16384,ADJ,dorsal
16385,ADJ,edible
16386,ADJ,equine
16387,ADJ,ethnic
16388,ADJ,expected
16389,ADJ,experimental
16390,ADJ,extensive
16391,ADJ,hidden
16392,ADJ,integrative
16393,ADJ,itchy
16394,ADJ,legendary
16395,ADJ,magnificent
16396,ADJ,missing
16397,ADJ,off-road
16398,ADJ,ongoing
16399,ADJ,outside
16400,ADJ,pre-owned
16401,ADJ,prophetic
16402,ADJ,quarterly
16403,ADJ,radical
16404,ADJ,rechargeable
16405,ADJ,roasted
16406,ADJ,robotic
16407,ADJ,rude
16408,ADJ,saturated
16409,ADJ,self-service
16410,ADJ,sleek
16411,ADJ,sleeping
16412,ADJ,spare
16413,ADJ,sporting
16414,ADJ,superb
16415,ADJ,tart
16416,ADJ,trojan
16417,ADJ,trusted
16418,ADJ,unauthorized
16419,ADJ,uniform
16420,ADJ,unusual
16421,ADJ,virgin
16422,ADJ,alive
16423,ADJ,apache
16424,ADJ,aquatic
16425,ADJ,arabic
16426,ADJ,barefoot
16427,ADJ,brushless
16428,ADJ,capable
16429,ADJ,cast
16430,ADJ,celtic
16431,ADJ,colorful
16432,ADJ,colourful
16433,ADJ,consular
16434,ADJ,continental
16435,ADJ,conventional
16436,ADJ,crispy
16437,ADJ,damn
16438,ADJ,demographic
16439,ADJ,diving
16440,ADJ,engaging
16441,ADJ,feminist
16442,ADJ,fitted
16443,ADJ,flowering
16444,ADJ,folding
16445,ADJ,geological
16446,ADJ,grilled
16447,ADJ,immersive
16448,ADJ,increasing
16449,ADJ,infectious
16450,ADJ,laminate
16451,ADJ,mixed
16452,ADJ,moderate
16453,ADJ,muscular
16454,ADJ,mysterious
16455,ADJ,noble
16456,ADJ,orthodontic
16457,ADJ,parliamentary
16458,ADJ,payable
16459,ADJ,piercing
16460,ADJ,reformed
16461,ADJ,retro
16462,ADJ,righteous
16463,ADJ,rotary
16464,ADJ,satisfied
16465,ADJ,scholarly
16466,ADJ,seasonal
16467,ADJ,southeastern
16468,ADJ,spartan
16469,ADJ,specialized
16470,ADJ,symbolic
16471,ADJ,tartan
16472,ADJ,theatrical
16473,ADJ,thorough
16474,ADJ,underground
16475,ADJ,urgent
16476,ADJ,verbal
16477,ADJ,violent
16478,ADJ,waste
16479,ADJ,abnormal
16480,ADJ,all-inclusive
16481,ADJ,all-new
16482,ADJ,angular
16483,ADJ,arctic
16484,ADJ,calling
16485,ADJ,collectible
16486,ADJ,cooked
16487,ADJ,correctional
16488,ADJ,danish
16489,ADJ,depressed
16490,ADJ,distal
16491,ADJ,dominant
16492,ADJ,elderly
16493,ADJ,electoral
16494,ADJ,empty
16495,ADJ,encrypted
16496,ADJ,ensuite
16497,ADJ,entrepreneurial
16498,ADJ,entry-level
16499,ADJ,evergreen
16500,ADJ,fastest
16501,ADJ,feline
16502,ADJ,fluffy
16503,ADJ,four-year
16504,ADJ,fruity
16505,ADJ,furry
16506,ADJ,hispanic
16507,ADJ,inexpensive
16508,ADJ,invasive
16509,ADJ,involved
16510,ADJ,iraqi
16511,ADJ,jesuit
16512,ADJ,just
16513,ADJ,lesbian
16514,ADJ,liable
16515,ADJ,manufactured
16516,ADJ,masculine
16517,ADJ,menstrual
16518,ADJ,mythic
16519,ADJ,nasal
16520,ADJ,on-demand
16521,ADJ,orthopaedic
16522,ADJ,orthopedic
16523,ADJ,osteopathic
16524,ADJ,picturesque
16525,ADJ,polar
16526,ADJ,polished
16527,ADJ,polite
16528,ADJ,rational
16529,ADJ,semi-
16530,ADJ,shiny
16531,ADJ,six-speed
16532,ADJ,sticky
16533,ADJ,subtle
16534,ADJ,supple
16535,ADJ,systematic
16536,ADJ,tolerant
16537,ADJ,variable
16538,ADJ,wearable
16539,ADJ,welcome
16540,ADJ,acoustical
16541,ADJ,affectionate
16542,ADJ,aggregate
16543,ADJ,alleged
16544,ADJ,all-star
16545,ADJ,angry
16546,ADJ,assistive
16547,ADJ,autistic
16548,ADJ,bald
16549,ADJ,binding
16550,ADJ,bottled
16551,ADJ,challenging
16552,ADJ,closed
16553,ADJ,consecutive
16554,ADJ,damaged
16555,ADJ,diabetic
16556,ADJ,dirty
16557,ADJ,disposable
16558,ADJ,emerging
16559,ADJ,enjoyable
16560,ADJ,exact
16561,ADJ,flavorful
16562,ADJ,freshwater
16563,ADJ,gastrointestinal
16564,ADJ,genealogical
16565,ADJ,gifted
16566,ADJ,godly
16567,ADJ,guilty
16568,ADJ,hormonal
16569,ADJ,hungry
16570,ADJ,immigrant
16571,ADJ,inflammatory
16572,ADJ,inside
16573,ADJ,lively
16574,ADJ,lone
16575,ADJ,mainstream
16576,ADJ,mortal
16577,ADJ,nonstop
16578,ADJ,norwegian
16579,ADJ,objective
16580,ADJ,orbital
16581,ADJ,panoramic
16582,ADJ,paranormal
16583,ADJ,participating
16584,ADJ,pigmented
16585,ADJ,prepared
16586,ADJ,prior
16587,ADJ,proprietary
16588,ADJ,protected
16589,ADJ,qualitative
16590,ADJ,quant
16591,ADJ,shallow
16592,ADJ,signed
16593,ADJ,sober
16594,ADJ,stand-up
16595,ADJ,sterile
16596,ADJ,suggested
16597,ADJ,surrounding
16598,ADJ,tasting
16599,ADJ,trim
16600,ADJ,typographic
16601,ADJ,unmanned
16602,ADJ,vital
16603,ADJ,voluntary
16604,ADJ,wastewater
16605,ADJ,wise
16606,ADJ,adhesive
16607,ADJ,aft
16608,ADJ,antioxidant
16609,ADJ,aspiring
16610,ADJ,attacking
16611,ADJ,attentive
16612,ADJ,autonomous
16613,ADJ,baked
16614,ADJ,bay
16615,ADJ,bitter
16616,ADJ,bootable
16617,ADJ,brazilian
16618,ADJ,contracting
16619,ADJ,cooling
16620,ADJ,differential
16621,ADJ,discounted
16622,ADJ,elastic
16623,ADJ,e-learning
16624,ADJ,entertaining
16625,ADJ,excessive
16626,ADJ,exotic
16627,ADJ,expedited
16628,ADJ,faulty
16629,ADJ,flat-screen
16630,ADJ,harmonic
16631,ADJ,haunted
16632,ADJ,homeopathic
16633,ADJ,improved
16634,ADJ,inspirational
16635,ADJ,intimate
16636,ADJ,investigative
16637,ADJ,juvenile
16638,ADJ,known
16639,ADJ,latter-day
16640,ADJ,lay
16641,ADJ,libertarian
16642,ADJ,liturgical
16643,ADJ,mad
16644,ADJ,managed
16645,ADJ,mandatory
16646,ADJ,marching
16647,ADJ,mayan
16648,ADJ,memorable
16649,ADJ,mormon
16650,ADJ,northeastern
16651,ADJ,numismatic
16652,ADJ,on-screen
16653,ADJ,organisational
16654,ADJ,overseas
16655,ADJ,paperless
16656,ADJ,philanthropic
16657,ADJ,photovoltaic
16658,ADJ,playful
16659,ADJ,postdoctoral
16660,ADJ,pro-life
16661,ADJ,prone
16662,ADJ,recorded
16663,ADJ,reflective
16664,ADJ,ripe
16665,ADJ,scared
16666,ADJ,step-by-step
16667,ADJ,stored
16668,ADJ,supplemental
16669,ADJ,supposed
16670,ADJ,technologic
16671,ADJ,ukrainian
16672,ADJ,upright
16673,ADJ,vertical
16674,ADJ,vietnamese
16675,ADJ,vivid
16676,ADJ,actionable
16677,ADJ,actuarial
16678,ADJ,adoptive
16679,ADJ,aged
16680,ADJ,all-time
16681,ADJ,amish
16682,ADJ,antarctic
16683,ADJ,antibacterial
16684,ADJ,appalachian
16685,ADJ,backpacking
16686,ADJ,bariatric
16687,ADJ,biometric
16688,ADJ,bipolar
16689,ADJ,brief
16690,ADJ,caring
16691,ADJ,celiac
16692,ADJ,chambered
16693,ADJ,cloudy
16694,ADJ,coed
16695,ADJ,collective
16696,ADJ,controlled
16697,ADJ,crack
16698,ADJ,creepy
16699,ADJ,crimson
16700,ADJ,crunchy
16701,ADJ,demonstrated
16702,ADJ,dumb
16703,ADJ,ecologic
16704,ADJ,energetic
16705,ADJ,enthusiastic
16706,ADJ,evidence-based
16707,ADJ,executable
16708,ADJ,fraudulent
16709,ADJ,geothermal
16710,ADJ,glossy
16711,ADJ,governing
16712,ADJ,greasy
16713,ADJ,hand-painted
16714,ADJ,harmful
16715,ADJ,hind
16716,ADJ,holistic
16717,ADJ,hydroponic
16718,ADJ,incoming
16719,ADJ,incorrect
16720,ADJ,inferior
16721,ADJ,informative
16722,ADJ,initial
16723,ADJ,inspiring
16724,ADJ,interpersonal
16725,ADJ,lunar
16726,ADJ,lush
16727,ADJ,machining
16728,ADJ,marginal
16729,ADJ,masonic
16730,ADJ,metallic
16731,ADJ,modified
16732,ADJ,moisturizing
16733,ADJ,mosaic
16734,ADJ,mystic
16735,ADJ,narrow
16736,ADJ,nordic
16737,ADJ,numerical
16738,ADJ,nutritious
16739,ADJ,obvious
16740,ADJ,outgoing
16741,ADJ,partial
16742,ADJ,peer-to-peer
16743,ADJ,phantom
16744,ADJ,powered
16745,ADJ,preferred
16746,ADJ,primal
16747,ADJ,protestant
16748,ADJ,pulmonary
16749,ADJ,radioactive
16750,ADJ,rated
16751,ADJ,refreshing
16752,ADJ,relaxed
16753,ADJ,respective
16754,ADJ,reusable
16755,ADJ,round-trip
16756,ADJ,ruling
16757,ADJ,sad
16758,ADJ,satanic
16759,ADJ,seismic
16760,ADJ,speaking
16761,ADJ,technological
16762,ADJ,terrific
16763,ADJ,tibetan
16764,ADJ,timeless
16765,ADJ,t-shirt
16766,ADJ,unable
16767,ADJ,uninsured
16768,ADJ,washable
16769,ADJ,wavy
16770,ADJ,winning
16771,ADJ,abandoned
16772,ADJ,aging
16773,ADJ,air-conditioned
16774,ADJ,airtight
16775,ADJ,all-in-one
16776,ADJ,almighty
16777,ADJ,amended
16778,ADJ,anglican
16779,ADJ,axial
16780,ADJ,backhand
16781,ADJ,bilateral
16782,ADJ,choral
16783,ADJ,combined
16784,ADJ,compassionate
16785,ADJ,compressed
16786,ADJ,confidential
16787,ADJ,consolidated
16788,ADJ,contingent
16789,ADJ,corrupt
16790,ADJ,customizable
16791,ADJ,deferred
16792,ADJ,dense
16793,ADJ,diocesan
16794,ADJ,ecological
16795,ADJ,elective
16796,ADJ,elliptic
16797,ADJ,embroidered
16798,ADJ,empirical
16799,ADJ,episcopal
16800,ADJ,ethiopian
16801,ADJ,extraterrestrial
16802,ADJ,fermented
16803,ADJ,finishing
16804,ADJ,finite
16805,ADJ,flipping
16806,ADJ,fluent
16807,ADJ,forehand
16808,ADJ,full-length
16809,ADJ,fundamental
16810,ADJ,geographical
16811,ADJ,glazed
16812,ADJ,handsome
16813,ADJ,heroic
16814,ADJ,iced
16815,ADJ,immaculate
16816,ADJ,immediate
16817,ADJ,included
16818,ADJ,infrared
16819,ADJ,innocent
16820,ADJ,intensive
16821,ADJ,intercollegiate
16822,ADJ,interscholastic
16823,ADJ,lax
16824,ADJ,lossless
16825,ADJ,low-carb
16826,ADJ,marxist
16827,ADJ,mature
16828,ADJ,mere
16829,ADJ,mighty
16830,ADJ,motorized
16831,ADJ,nervous
16832,ADJ,newborn
16833,ADJ,nicaraguan
16834,ADJ,non-smoking
16835,ADJ,noticeable
16836,ADJ,obstructive
16837,ADJ,okay
16838,ADJ,optimum
16839,ADJ,ordinary
16840,ADJ,orthotic
16841,ADJ,overnight
16842,ADJ,painted
16843,ADJ,palliative
16844,ADJ,passing
16845,ADJ,patent
16846,ADJ,plain
16847,ADJ,plausible
16848,ADJ,portuguese
16849,ADJ,preparatory
16850,ADJ,preventive
16851,ADJ,probiotic
16852,ADJ,proximal
16853,ADJ,quantitative
16854,ADJ,racist
16855,ADJ,rainy
16856,ADJ,rank
16857,ADJ,refractive
16858,ADJ,relative
16859,ADJ,remanufactured
16860,ADJ,renal
16861,ADJ,renowned
16862,ADJ,reported
16863,ADJ,revised
16864,ADJ,right-wing
16865,ADJ,rigid
16866,ADJ,rocky
16867,ADJ,rotten
16868,ADJ,said
16869,ADJ,scary
16870,ADJ,secular
16871,ADJ,separate
16872,ADJ,sliding
16873,ADJ,standardized
16874,ADJ,streaming
16875,ADJ,tailored
16876,ADJ,terrible
16877,ADJ,tertiary
16878,ADJ,titan
16879,ADJ,tonal
16880,ADJ,unforgettable
16881,ADJ,unhealthy
16882,ADJ,vibrant
16883,ADJ,web-based
16884,ADJ,willing
16885,ADJ,world-class
16886,ADJ,woven
16887,ADJ,year-old
16888,ADJ,year-over-year
16889,ADJ,abundant
16890,ADJ,adjusted
16891,ADJ,alkaline
16892,ADJ,alone
16893,ADJ,alternate
16894,ADJ,ambient
16895,ADJ,anatomic
16896,ADJ,antiseptic
16897,ADJ,archival
16898,ADJ,armored
16899,ADJ,aromatic
16900,ADJ,asynchronous
16901,ADJ,awake
16902,ADJ,ayurvedic
16903,ADJ,banned
16904,ADJ,behavioural
16905,ADJ,blond
16906,ADJ,boiling
16907,ADJ,boring
16908,ADJ,brave
16909,ADJ,catalytic
16910,ADJ,celestial
16911,ADJ,chronological
16912,ADJ,classified
16913,ADJ,classy
16914,ADJ,closest
16915,ADJ,closing
16916,ADJ,conditional
16917,ADJ,consistent
16918,ADJ,contextual
16919,ADJ,corneal
16920,ADJ,cosy
16921,ADJ,cystic
16922,ADJ,dependent
16923,ADJ,disciplinary
16924,ADJ,distant
16925,ADJ,distilled
16926,ADJ,distinct
16927,ADJ,elemental
16928,ADJ,elliptical
16929,ADJ,engineered
16930,ADJ,exceptional
16931,ADJ,experiential
16932,ADJ,extended
16933,ADJ,extraordinary
16934,ADJ,fashionable
16935,ADJ,fatal
16936,ADJ,finnish
16937,ADJ,first-year
16938,ADJ,fleet
16939,ADJ,floating
16940,ADJ,floppy
16941,ADJ,formative
16942,ADJ,fractal
16943,ADJ,fragrant
16944,ADJ,framed
16945,ADJ,full-color
16946,ADJ,full-size
16947,ADJ,genomic
16948,ADJ,geometric
16949,ADJ,goddamn
16950,ADJ,harmless
16951,ADJ,hindu
16952,ADJ,horny
16953,ADJ,horrible
16954,ADJ,husky
16955,ADJ,ideological
16956,ADJ,in-depth
16957,ADJ,indigo
16958,ADJ,inflatable
16959,ADJ,in-flight
16960,ADJ,informational
16961,ADJ,informed
16962,ADJ,injured
16963,ADJ,inspired
16964,ADJ,investigational
16965,ADJ,layered
16966,ADJ,linguistic
16967,ADJ,loud
16968,ADJ,lucid
16969,ADJ,marital
16970,ADJ,maternal
16971,ADJ,melodic
16972,ADJ,mennonite
16973,ADJ,metaphysical
16974,ADJ,modest
16975,ADJ,mounting
16976,ADJ,multilingual
16977,ADJ,narrative
16978,ADJ,naturopathic
16979,ADJ,naughty
16980,ADJ,neat
16981,ADJ,neoliberal
16982,ADJ,off-line
16983,ADJ,opposite
16984,ADJ,organized
16985,ADJ,paralympic
16986,ADJ,pelvic
16987,ADJ,pending
16988,ADJ,peruvian
16989,ADJ,plush
16990,ADJ,preliminary
16991,ADJ,preset
16992,ADJ,proficient
16993,ADJ,prompt
16994,ADJ,psychedelic
16995,ADJ,psychometric
16996,ADJ,queer
16997,ADJ,radiant
16998,ADJ,randomized
16999,ADJ,ranked
17000,ADJ,reactive
17001,ADJ,remarkable
17002,ADJ,ripped
17003,ADJ,rough
17004,ADJ,scheduled
17005,ADJ,sealed
17006,ADJ,season-high
17007,ADJ,second-hand
17008,ADJ,self-employed
17009,ADJ,sensual
17010,ADJ,short-term
17011,ADJ,sinful
17012,ADJ,sound
17013,ADJ,sour
17014,ADJ,sovereign
17015,ADJ,speech-language
17016,ADJ,state-of-the-art
17017,ADJ,straightforward
17018,ADJ,strapless
17019,ADJ,subsea
17020,ADJ,suburban
17021,ADJ,succulent
17022,ADJ,supported
17023,ADJ,supporting
17024,ADJ,surplus
17025,ADJ,swollen
17026,ADJ,tactile
17027,ADJ,three-point
17028,ADJ,thyroid
17029,ADJ,toll-free
17030,ADJ,touch-screen
17031,ADJ,transparent
17032,ADJ,triple
17033,ADJ,two-way
17034,ADJ,ultralight
17035,ADJ,unavailable
17036,ADJ,unconscious
17037,ADJ,unfurnished
17038,ADJ,uniformed
17039,ADJ,unionist
17040,ADJ,unlawful
17041,ADJ,unlike
17042,ADJ,very
17043,ADJ,void
17044,ADJ,volcanic
17045,ADJ,weighted
17046,ADJ,windy
17047,ADJ,youthful
17048,ADJ,accountable
17049,ADJ,acting
17050,ADJ,adrenal
17051,ADJ,affiliated
17052,ADJ,afraid
17053,ADJ,african-american
17054,ADJ,all-wheel
17055,ADJ,anatomical
17056,ADJ,anglo
17057,ADJ,anti-corruption
17058,ADJ,anti-virus
17059,ADJ,anxious
17060,ADJ,armenian
17061,ADJ,assessed
17062,ADJ,astronomical
17063,ADJ,away
17064,ADJ,bayesian
17065,ADJ,benedictine
17066,ADJ,bilingual
17067,ADJ,bisexual
17068,ADJ,blonde
17069,ADJ,board-certified
17070,ADJ,bourgeois
17071,ADJ,braided
17072,ADJ,causal
17073,ADJ,cervical
17074,ADJ,changing
17075,ADJ,checked
17076,ADJ,cherokee
17077,ADJ,chewy
17078,ADJ,cinematic
17079,ADJ,compulsive
17080,ADJ,connecting
17081,ADJ,contraceptive
17082,ADJ,cornish
17083,ADJ,coronary
17084,ADJ,cost-effective
17085,ADJ,cross-border
17086,ADJ,cross-channel
17087,ADJ,cryptographic
17088,ADJ,customized
17089,ADJ,data-driven
17090,ADJ,deadly
17091,ADJ,decimal
17092,ADJ,delicate
17093,ADJ,dermal
17094,ADJ,designated
17095,ADJ,destructive
17096,ADJ,dim
17097,ADJ,diplomatic
17098,ADJ,discreet
17099,ADJ,downhill
17100,ADJ,downloadable
17101,ADJ,drunk
17102,ADJ,earthbound
17103,ADJ,earthly
17104,ADJ,easy-to-use
17105,ADJ,edgy
17106,ADJ,electromagnetic
17107,ADJ,endoscopic
17108,ADJ,end-to-end
17109,ADJ,engaged
17110,ADJ,engraved
17111,ADJ,equitable
17112,ADJ,expired
17113,ADJ,explosive
17114,ADJ,fetal
17115,ADJ,fictional
17116,ADJ,fiduciary
17117,ADJ,fluorescent
17118,ADJ,follow-up
17119,ADJ,franciscan
17120,ADJ,full-service
17121,ADJ,galactic
17122,ADJ,generating
17123,ADJ,generous
17124,ADJ,gothic
17125,ADJ,grappling
17126,ADJ,hands-free
17127,ADJ,hepatic
17128,ADJ,home-based
17129,ADJ,home-schooling
17130,ADJ,honourable
17131,ADJ,identical
17132,ADJ,impossible
17133,ADJ,indy
17134,ADJ,influential
17135,ADJ,inland
17136,ADJ,in-state
17137,ADJ,instrumental
17138,ADJ,insulated
17139,ADJ,insured
17140,ADJ,intact
17141,ADJ,integral
17142,ADJ,intense
17143,ADJ,intent
17144,ADJ,intercontinental
17145,ADJ,interventional
17146,ADJ,intestinal
17147,ADJ,intravenous
17148,ADJ,invisible
17149,ADJ,irregular
17150,ADJ,jamaican
17151,ADJ,keyless
17152,ADJ,kind
17153,ADJ,last
17154,ADJ,lethal
17155,ADJ,messy
17156,ADJ,millennial
17157,ADJ,monoclonal
17158,ADJ,motivational
17159,ADJ,muddy
17160,ADJ,narcissistic
17161,ADJ,neonatal
17162,ADJ,nominal
17163,ADJ,nonlinear
17164,ADJ,non-resident
17165,ADJ,nontoxic
17166,ADJ,numb
17167,ADJ,obsessed
17168,ADJ,on-campus
17169,ADJ,one-time
17170,ADJ,on-time
17171,ADJ,ophthalmic
17172,ADJ,out-of-pocket
17173,ADJ,overhead
17174,ADJ,padded
17175,ADJ,paediatric
17176,ADJ,pagan
17177,ADJ,paved
17178,ADJ,periodic
17179,ADJ,periodontal
17180,ADJ,personable
17181,ADJ,pet-friendly
17182,ADJ,phishing
17183,ADJ,picky
17184,ADJ,polarized
17185,ADJ,polycarbonate
17186,ADJ,powdered
17187,ADJ,pragmatic
17188,ADJ,precise
17189,ADJ,pre-existing
17190,ADJ,processed
17191,ADJ,prudent
17192,ADJ,raised
17193,ADJ,receivable
17194,ADJ,reclaimed
17195,ADJ,residual
17196,ADJ,rewarding
17197,ADJ,rheumatoid
17198,ADJ,roomy
17199,ADJ,sage
17200,ADJ,saudi
17201,ADJ,savage
17202,ADJ,savvy
17203,ADJ,scandinavian
17204,ADJ,scattered
17205,ADJ,self-publishing
17206,ADJ,self-storage
17207,ADJ,sentencing
17208,ADJ,sheer
17209,ADJ,shitty
17210,ADJ,shy
17211,ADJ,silky
17212,ADJ,single-family
17213,ADJ,slight
17214,ADJ,snug
17215,ADJ,soluble
17216,ADJ,solved
17217,ADJ,somali
17218,ADJ,soothing
17219,ADJ,sore
17220,ADJ,southbound
17221,ADJ,speedy
17222,ADJ,statewide
17223,ADJ,stellar
17224,ADJ,stony
17225,ADJ,structured
17226,ADJ,supernatural
17227,ADJ,supersonic
17228,ADJ,supervisory
17229,ADJ,supportive
17230,ADJ,symmetric
17231,ADJ,textured
17232,ADJ,themed
17233,ADJ,ticketing
17234,ADJ,tight
17235,ADJ,topographic
17236,ADJ,transmitted
17237,ADJ,tubeless
17238,ADJ,two-factor
17239,ADJ,unattended
17240,ADJ,unsaved
17241,ADJ,upstream
17242,ADJ,urinary
17243,ADJ,vacant
17244,ADJ,vascular
17245,ADJ,veteran
17246,ADJ,visiting
17247,ADJ,whipped
17248,ADJ,yearly
17249,ADJ,absolute
17250,ADJ,abusive
17251,ADJ,accelerated
17252,ADJ,adult
17253,ADJ,age-related
17254,ADJ,all-american
17255,ADJ,all-natural
17256,ADJ,ambitious
17257,ADJ,ample
17258,ADJ,analogue
17259,ADJ,annualized
17260,ADJ,anti-doping
17261,ADJ,antimicrobial
17262,ADJ,anti-retroviral
17263,ADJ,aortic
17264,ADJ,apostolic
17265,ADJ,apt
17266,ADJ,arbitrary
17267,ADJ,archetypal
17268,ADJ,armoured
17269,ADJ,ascending
17270,ADJ,assigned
17271,ADJ,atheist
17272,ADJ,attached
17273,ADJ,audible
17274,ADJ,audited
17275,ADJ,augmented
17276,ADJ,autographed
17277,ADJ,autosomal
17278,ADJ,baccalaureate
17279,ADJ,balding
17280,ADJ,banished
17281,ADJ,basal
17282,ADJ,beaded
17283,ADJ,benign
17284,ADJ,binocular
17285,ADJ,biomedical
17286,ADJ,bound
17287,ADJ,bulky
17288,ADJ,byzantine
17289,ADJ,caledonian
17290,ADJ,calm
17291,ADJ,camp
17292,ADJ,cardiopulmonary
17293,ADJ,categorical
17294,ADJ,caudal
17295,ADJ,centrifugal
17296,ADJ,chromatic
17297,ADJ,clever
17298,ADJ,colorectal
17299,ADJ,coming
17300,ADJ,concentrated
17301,ADJ,confirmed
17302,ADJ,coronal
17303,ADJ,covert
17304,ADJ,cracked
17305,ADJ,croatian
17306,ADJ,crowded
17307,ADJ,cruel
17308,ADJ,curved
17309,ADJ,deceased
17310,ADJ,defective
17311,ADJ,defined
17312,ADJ,detachable
17313,ADJ,developed
17314,ADJ,dietetic
17315,ADJ,displaced
17316,ADJ,disruptive
17317,ADJ,distinguished
17318,ADJ,double-blind
17319,ADJ,downloaded
17320,ADJ,downstream
17321,ADJ,dreaming
17322,ADJ,dyslexic
17323,ADJ,earned
17324,ADJ,eastbound
17325,ADJ,ecclesiastical
17326,ADJ,elevated
17327,ADJ,embryonic
17328,ADJ,enchanting
17329,ADJ,endless
17330,ADJ,energy-efficient
17331,ADJ,enormous
17332,ADJ,evangelical
17333,ADJ,executive
17334,ADJ,exposed
17335,ADJ,express
17336,ADJ,face-to-face
17337,ADJ,famed
17338,ADJ,familiar
17339,ADJ,fellow
17340,ADJ,feral
17341,ADJ,flawless
17342,ADJ,foodborne
17343,ADJ,forged
17344,ADJ,forgotten
17345,ADJ,foul
17346,ADJ,funded
17347,ADJ,gaelic
17348,ADJ,gated
17349,ADJ,genital
17350,ADJ,georgian
17351,ADJ,glam
17352,ADJ,gracious
17353,ADJ,gravitational
17354,ADJ,grinding
17355,ADJ,groovy
17356,ADJ,guiding
17357,ADJ,gusty
17358,ADJ,hand-held
17359,ADJ,healthful
17360,ADJ,heavy-duty
17361,ADJ,high-performance
17362,ADJ,hip
17363,ADJ,hiv-positive
17364,ADJ,holographic
17365,ADJ,hungarian
17366,ADJ,hypnotic
17367,ADJ,idle
17368,ADJ,implicit
17369,ADJ,inactive
17370,ADJ,indirect
17371,ADJ,inflamed
17372,ADJ,in-home
17373,ADJ,insecure
17374,ADJ,interdisciplinary
17375,ADJ,intermittent
17376,ADJ,intrinsic
17377,ADJ,introductory
17378,ADJ,introverted
17379,ADJ,islamist
17380,ADJ,isolated
17381,ADJ,lactic
17382,ADJ,left-hand
17383,ADJ,limitless
17384,ADJ,loaded
17385,ADJ,locked
17386,ADJ,low-cost
17387,ADJ,lukewarm
17388,ADJ,luminous
17389,ADJ,manic
17390,ADJ,manifest
17391,ADJ,manly
17392,ADJ,marist
17393,ADJ,measured
17394,ADJ,mediterranean
17395,ADJ,melted
17396,ADJ,mentoring
17397,ADJ,metastatic
17398,ADJ,mid-american
17399,ADJ,mid-size
17400,ADJ,midwestern
17401,ADJ,minimal
17402,ADJ,mixed-use
17403,ADJ,monster
17404,ADJ,multidisciplinary
17405,ADJ,mute
17406,ADJ,mystical
17407,ADJ,napoleonic
17408,ADJ,networked
17409,ADJ,neural
17410,ADJ,neurological
17411,ADJ,nitric
17412,ADJ,no-fault
17413,ADJ,non-immigrant
17414,ADJ,nonsurgical
17415,ADJ,nonverbal
17416,ADJ,nonviolent
17417,ADJ,normative
17418,ADJ,notable
17419,ADJ,obese
17420,ADJ,ocular
17421,ADJ,on-board
17422,ADJ,one-day
17423,ADJ,open-plan
17424,ADJ,opioid
17425,ADJ,opposing
17426,ADJ,ornamental
17427,ADJ,oval
17428,ADJ,overweight
17429,ADJ,pastel
17430,ADJ,pastoral
17431,ADJ,patented
17432,ADJ,paying
17433,ADJ,penal
17434,ADJ,penile
17435,ADJ,peripheral
17436,ADJ,petite
17437,ADJ,petty
17438,ADJ,philippine
17439,ADJ,pious
17440,ADJ,planned
17441,ADJ,postoperative
17442,ADJ,precast
17443,ADJ,preceding
17444,ADJ,pre-k
17445,ADJ,presbyterian
17446,ADJ,prescribed
17447,ADJ,privileged
17448,ADJ,profound
17449,ADJ,provident
17450,ADJ,quaint
17451,ADJ,quilting
17452,ADJ,real-life
17453,ADJ,recombinant
17454,ADJ,redeemable
17455,ADJ,reflex
17456,ADJ,representative
17457,ADJ,republican
17458,ADJ,resilient
17459,ADJ,restorative
17460,ADJ,retractable
17461,ADJ,ridiculous
17462,ADJ,roasting
17463,ADJ,robust
17464,ADJ,runic
17465,ADJ,saline
17466,ADJ,samaritan
17467,ADJ,same-day
17468,ADJ,sane
17469,ADJ,scalable
17470,ADJ,selective
17471,ADJ,self-directed
17472,ADJ,self-published
17473,ADJ,skeptical
17474,ADJ,slack
17475,ADJ,sleeveless
17476,ADJ,so-called
17477,ADJ,sociological
17478,ADJ,spherical
17479,ADJ,squat
17480,ADJ,steering
17481,ADJ,stiff
17482,ADJ,still
17483,ADJ,suicidal
17484,ADJ,superhuman
17485,ADJ,supervised
17486,ADJ,supplied
17487,ADJ,sweaty
17488,ADJ,symmetrical
17489,ADJ,systemic
17490,ADJ,tankless
17491,ADJ,taoist
17492,ADJ,text-to-speech
